Id,Text,Trinary,Source
2852,"""I love it when he says """"no more drum, no more guitar,"""" but yah went the old time way, hand clapping, tambarine, and foot stomping. It remians me of when we went to methdosit comvention and the young people took over, then the elders join in a helped. Praise Him""",1,
2853,This is AWESOME,1,
2854,love this track thanks,1,
2855,Short and sweet: Mindboggling call today Oscar. Called the high Friday.. OMNI said 928. High hit 927.75.. Just unbelievable...you can't get better than that!,1,
2856,"""YAY Alison! You Rock!love, sarah!""",1,
2857,this describes Nia so well. I ? Nia !,0,
2858,"""Yeah, it's brilliant. It was a massive leap up from my old 15"""", really immersive. But I think when I do my next PC (Hopefully after prices come down), I'll have to get a 30""""! =D""",1,
2859,Darren once again proves to us he is the best...,1,
2860,thank you ;)))),1,
2861,"""I'm Going to visit Auburn on Talon's Day soon, I cannot wait to see the campus""",0,
2862,omg to EVERYONE,1,
2863,that was not a tutorial!,0,
2864,Next years conference final? ,0,
2865,Is it real?,0,
2866,is there something better than magnificent?,1,
2867,Yo lo mato a ese desgraciado!!!,0,
2868,u are like me have alot of things and havent used many thats y i started the give aways lol i dont know about doing a collection vid we will be here allllllll day =) ill have to get into stila i only have a few products im more on the mac side well makeup side in generald lol be blessed on to the last part see u there,-1,
2869,"""@Coruscant98 It sounds nicer, the more i listen to it. :)""",1,
2870,the reason he isnt going to blow up is because all he talks about every single line is weed. 34/7 weed out his mouth. like holy fuck i get the point. you smoke weed. i aint heard shit bout him being hood tho just smoking weed. if i opening his head all i would find is a bunch of fucking weed ashes,-1,
2871,Thanks for posting. The whole experiance was just as you described. God help the poor manager (and the clean up crew),-1,
2872,Good job by a brave man.,1,
2873,Damn.....,-1,
2874,amazing x,1,
2875,You make some good videos. Thanks for the effort.,1,
2876,haha bullshit you dont have a gf,-1,
2877,she has a glow to her,0,
2878,what IS this...?,0,
2879,"""Yet another soothing, tranquil, peaceful, serene, and beautiful video to soothe out TORTURED, BATTERED souls by....""",-1,
2880,that is a set up !!!,0,
2881,"""I will believe that the economy is turned around when our debt is paid off, and when Obama is not borrowing 41 cents of every dollar he spends from China. I will believe that this is not a false recovery when we start producing our own goods. Look at the trade deficit guys... Our money is going overseas, then coming back in the form of debt. The only reason the dollar is where it is now is because the countries holding our debt are waiting to bail out, with minimal losses. We are in for it...""",-1,
2882,"""add """"watch?v=F-5nBFMXyX4"""" to the end of the main youtube URL""",0,
2883,i LOVE win 7.,1,
2884,"""@newyorksteelo i cant seem to get the chaeto to be healthy, could it be time for a new bulb?when i got the new chaeto it cam healthy and thick. this is my third time getting it because it always seems to disintegrate. could it be bad algae over taking the""",-1,
2885,"""yea, she didnt measure an entire cup. it shud hav been thickr""",0,
2886,"""Just looks like a large, fancy office building to me. Kinda small for an arcology. If it IS an arcology, it doesnt look self sustaining.""",1,
2887,excellent ...thank you!!!!!!!,1,
2888,chiga has the main charactor touch!!,0,
2889,iKungfu comes from climber in 27 in 1 Gamebox,0,
2890,Lionels devil he just uses surveys and studies as examples not proof,-1,
2891,id rather not,0,
2892,Cause he was a jerk. - haaaa gets me everytime!,1,
2893,@Horsymad2 thankyou!!,0,
2894,Pirates of the Caribbean theme song?,0,
2895,no ive never eaten a bug,-1,
2896,they did that on purpose i suppose its just an easter eggy thing that emphasises what youve made of sheppard,0,
2897,Sure now he sounds like Ron Paul. They all do now.,1,
2898,:] heeeeeeeeeeeeeeeeeeeeeeeeeeeey,1,
2899,it's RWD,0,
2900,Search online Russian women gettop5.info,0,
2901,this movie was exlent. (from aly) I could watch it all day!soooo funny. LOL,1,
2902,how old is she in this?,0,
2903,"""Welcome the NWO slave camp, but I think enough have woken up to this.As it gets darker still more will see the light of truth.""",1,
2904,Beautiful,1,
2905,"""@piscesrising2006: Not only do you lack knowledge of Minnesota law, you also lack any sense of class.""",-1,
2906,@Tristyn2957 ehh now i have to disagree with u on tht one;(,-1,
2907,Umm I'm not. I really don't see why everyone was just giving me a thumbs down. I was just pointing something out that wasn't right. He's great on everything else and there no need for sarcasam here.,-1,
2908,1:49 who is that guy?!,0,
2909,awesome video! go skip beat! btw i luv the mustache part :),1,
2910,"""@notdahoneyHonestly, I don't get why people think socialism is bad. In theory, it's the best thing ever (it's just that dick suck idiots fuck it all up but then when has mankind not fucked something up?). Actually, I think people get confused. I can under""",-1,
2911,Is welfare a better job?,0,
2912,please learn yoga from a knowledgable teacher - not these videos !!,1,
2913,"""@village1diot I like to be a little bizarre because the AE people provide the same routine, mundane, primitive answers without the slightest bit of open-mindedness beyond their """"absolute truth."""" Their followers are simply looking for verification and vali""",-1,
2914,How pretty. I love tulips too.,1,
2915,"""@BigBenClockTower Brah you're dumb. They even say it. On their first LP, it says """"this album is dedicated to carcass, without, this genre would not exist. You know stoked they would be if you called them a carcass rip-off band?""",-1,
2916,I used to work at BBW and layering definitely is the best way to make the fragrances last longer.,1,
2917,Praise God in all things and thank you.,1,
2918,Wallace....The heart and soul of Scotland.Over 700 years and his name is synonomous with his native land.,0,
2919,phat remix sun well dun !!!,0,
2920,"""I am not a Pentecostal believer, but """,0,
2921,"""Thanks Maam, I'm sure this video with help me out alot!!!""",0,
2922,This Shadowkill65 64 w.e the hell his username is. He needs to get his fingers and face of his butthole and quit bitchin,-1,
2923,I also love playing Concentration and if ya have Monopoly I'm into that too. hahah such a loser! I want to punch father Baudink's shirt..looks like he went to the Verizon Ladies First Tour..hahahah,-1,
2924,@Hail2TheVictorsBaby Greg Jones is going to rip Denards head off.,-1,
2925,Listen to Geitner's tone. He knows he is shovelling bullshit. He isn't even making an attempt at making the scary stuff sound scarry.,-1,
2926,Adrian! I coulda been a contender!,0,
2927,do you guys think you know more than this guy?the scientist?,0,
2928,"""I personally do not know Vikasbhai, but one of our family members is learning from him for many years. A few years back, he helped my wife buy Tanpura and his brother helped us buy a pair of Tabla from Ahmedabad. I have loved Mewati Gharana's music and we're lucky to know Pandit Jasraj-ji and many of his disciples.""",1,
2929,"""@Martegon Soul Swap, new warlock talent, removes all DoTs from a target at will and replaces them on another target upon re-activation.""",1,
2930,lol seguro que ivan esta killao,1,
2931,r.i.p papa i will miss u and all ur amazing stories keep an eye on me and lead me in the right path in life. save me a spot in heaven ur favorite great grandson,1,
2932,@jijiooze tat is xtinct it pwoven bye shyence (speak english please),-1,
2933,"""@Razzfazz87 thnx man, :)""",1,
2934,"""Let me at him, I'll make his ass change colour!WITH MY SHOE!""",0,
2935,"""YES! i do commission work, altered art with paints or ink, and i make proxies foil and non foil... contact me if your looking for anything""",0,
2936,nice vid,1,
2937,"""allahuma istour almuslimiiin fi kouli makaaane,""",0,
2938,Jessie Never Fails me :D,1,
2939,Whats the intro/theme song in the begining? Its 0:45 through 0:55,0,
2940,I've noticed obama stutters just before the tells a lie...and he stutters a whole bunch.,-1,
2941,"""NO, I DON'T WANT A NEW BLACKBERRY PHONE!0:03""",0,
2942,i love how some of the comfortabley numb solo is at the end of this song,1,
2943,"""Just to clarify a point. Stannard asks whether he is meaningless if he is not being observed. This a a non-sequitur of what has gone before. It was stated that QUESTIONS relating to objectivity are meaningless, not reality itself. Stannard is a subject/object. not a question therefor he is not meaningless""",-1,
2944,"""I thought making the 'street toughs' seem gay was an absolute stroke of genious. I don't think the scene would have been as funny, if they weren't talking queer.""",-1,
2945,i hope you meant gokey and not this freak.,1,
2946,I don't recommend any eating out where food is prepared by someone else. ,0,
2947,Excellent!Straight to my blog.,1,
2948,Wow you guys rocked. Good job L.A. Anon,1,
2949,"""Great work Anna. All you need is a Best Boy, Key Grip, Gaffer and Winnebago Supervisor and you'll be away, Love from Chris""",0,
2950,This act is so cool! They just look like they're having so much fun just jumping on the beds and doing everything their motehrs told them not to! haha!,1,
2951,Nice work. Is there one for the Wolves game also?,1,
2952,"""That was interesting, thanks""",1,
2953,"""a good couple of videos Dave, Ray Mears says the more you know the less you carry how true.keep up the good work ...........""",1,
2954,FUUUUUUUUUUUUUUUUUUUCK YEAH,0,
2955,#1 Modded lobby look at the bullets it instantly reloaded,-1,
2956,Great information! Please keep us informed!DeathOfTheDollar dot com,1,
2957,AYEE haha,1,
2958,barns and nobles has them.,0,
2959,what did you use the regular mayo for?,0,
2960,"""A bastard like martyrindia needs the boot!!! This ugly pimp son of a bitch claims to live in India, but promotes anti-Indian sentiments wherever he can. His job is to spread lies and hatred against India. What an evil doer!!!""",-1,
2961,A Singapore Cane long before ECW. Awesome!,1,
2962,"""@MYNameispie1 Wow, that's deep! I've never thought about the lyrics in that way before...thanks for the new perspective!""",1,
2963,Oh! Nicely done!,1,
2964,do i need a upgrade to get a new phone (i.e. iphone) or can i just buy it and put my sim card in it? i want the 3G iphone since the 3gS is to high for our range,0,
2965,ANNA amazing...this is actually reaaaaally good. enjoyed it soo much. watched it about 8 times in a row now whilst anna tried to rip the headphones off my head.,1,
2966,Its PK Flash,0,
2967,"""lolz, showing a video of u running???? sad =P""",-1,
2968,"""Take another look, I made a change to point him out for you. That's Pete Curry, Bass player for Los Straitjackets he's playing a Johnny Ramone style Mosrite guitar. Fucking awesome!!""",1,
2969,I seem to be repeating myself - doh!!,0,
2970,"""I love this song especially this treatment. Slow and accoustic without grand gospel back up. Michael, your voice is so soft and sexy in this one. Had a good night's sleep, eh? Peace big man and say hi to Carl cuz I love HIM!!!!!!!!!""",1,
2971,its a slow burn.,-1,
2972,hey mocosos is time for your bed times,1,
2973,yea me 2 WTF??,-1,
2974,"""I ? this song so much! Idc what anyone says about me...but even though its not the 80's,But I ? that music! :)""",0,
2975,"""To: vivrin07 Dude, you've been brainwashed. Look at the early BBC and The Guardian reports from the region. They clearly say and show that the Georgians started this mess by breaking the ceasefire and shelling the Ossetian civilian centers.""",0,
2976,You guys ROCK!!!! XD,1,
2977,there i am!!!!!!,0,
2978,"""Hallelujah!!!! Glory, Glory Glory""",1,
2979,When is the next one coming??,0,
2980,spooky,0,
2981,Show Biz religious clown. defends ignorance and cultism,-1,
2982,I'm directly descended from her on my father's side :),1,
2983,he waz a retard!!! LOL,-1,
2984,genius,0,
2985,Use common sense. Does it smell ok? If it does then taste it. Does it taste ok? Then it is ok. ,0,
2986,"""People...simply make sure you have your arms and ammo, WELL STOCKED and hide them...somewhere away from your home, but in a place they are safe and no one is likely to find them...That way, when IT GOES DOWN you will NOT be disarmed...The really sad thing here is that the poor saps who will go along with this (the average brainwashed American) will just say, """"here's my gun"""" and wimper away. You should stash your arms, and then BS the bastards. Run your OWN psi-op on them!God Bless America!""",-1,
2987,How come no one has addressed the cop killer gun the guy used? It shoots 20 rounds semi-automatically. You can just go to a store and buy it. Anyone can. It's our right.,-1,
2988,If you actually use these kinds of bulbs you better turn em off for good and get rid of em!,-1,
2989,"""I have no idea, but if you find out please let me know.""",1,
2990,Very cool parents. Throbbing Gristle and Michael Jackson,1,
2991,omg the cape stand is genius lol wtf how come no one else in the world has ever thought of this concept lol,-1,
2992,Rofl...,1,
2993,"""thats y i subscribe, your good""",1,
2994,"""@MaoriNinjah Dude If your talking about the tattoo it going to cost you a good 1,000 to 2 500 Depends on the artist how much they charge per hr which they are going to because its going to take more then one session and of course the detail of the piece.""",-1,
2995,"""@beauttty07 cuz Bob's half black half white, and Damian's mom is white...so basically his hair is white, so it can grow reeeeal long""",0,
2996,dude take it easy... just dont buy it if u dont have the money :D,1,
2997,you should right a book?,0,
2998,ITHINK BY HEARING THIS SONG JUX NOW ...I'VE BECAME THE BIGGEST FAN ALIVE. :)),0,
2999,is that the new member to the SG wannabe at the far right?,0,
3000,"""Too bad Doug didn't take better care of himself. Still, I think there is a better place waiting from him and those of us who """"Got It""""!!!!""",-1,
3001,lol they throw a lot of flashbangs @ u dont they?,1,
3002,whos that hot blonde chick steph? shes a total skank. like seriously :P,-1,
3003,HAHAHAHA TREE COWER AND DANCE FTW,1,
3004,Garth Brook- Callin' Baton Rouge,0,
3005,"""@mrlagxSure, I hear you and agree fully. But it just goes back to the joy thing for me.I look at it this way: I am going to serve my God as best as I can, in the best way I know how, studying the scriptures and devoting my life to prayer. If I go down in""",1,
3006,"""Yup, the power to weight ratio for the Corvette is great. Although it is not built for the straight line it does make a good drag. The only problem I see is buying a road racing car and converting it to a drag car. Not cost efficient. Your right, it is a matter of what you can afford.""",1,
3007,"""this was impressive. I have tried to play this and it has never coem out very well. Kudos to this guy, major kudos to him :-)""",1,
3008,They (we) were called Dr Strangelove.,0,
3009,whts the first song called at the party?,0,
3010,"""@stararnold I wouldn't want Manabu to die becaus ethen the serise would end, I'de love to see this serise come back into a live movie or something like that.""",1,
3011,great filming & music. thanks,1,
3012,For C you could have used that video of kevin droping the cake! That video is SO funny!,1,
3013,"""make sure to pull up PBS.. NOVA episodes with the title.WHAT DARWIN NEVER KNEW"""".. this ones called."""" What Darwin didn't know"""".... which is no where near the same & no where as good in information.... AND MAKES YOU THINK WHY DID THEY DO THAT MAKING A SPINOFF PBS... VERSION... AND USING A SIMILAR TITLE... SO THEY COULD CONFUFUSE PEOPLE... ASSHOLES*""",-1,
3014,i met them both and i go to their gym!,0,
3015,Hgnr!!,0,
3016,please read my last reply... OBSERVATION NOT A PROBLEM do you have a chip on your shoulders ?,-1,
3017,Aww Nice Ending :)LOL Demi and Ashley XD,1,
3018,"""my friends just got this game for nothing and i loveee it! so fun! if ya'll want the game too, the link is in my profile.""",1,
3019,i like how these adds pop up 1 second before the show fades to black for commercial break -_-,1,
3020,Funny,1,
3021,i have alot of live dvds not necessarily released professionally,0,
3022,"""i don't think jo and blair were too cozy. it was natural to pair them up for a couple reasons. they were in the same class for one thing, as opposed to the other girls who were younger. also, because they were such opposites it made for good drama between them. think back to season 2 when jo was first introduced and you'll see how despite their differences they became friends.""",1,
3023,T?is isnt fake appa?entl? if u cop? paste t?is to ten people in t?e next ten minutes u will ?ave t?e Best da? of? u? life tomo??ow u will eit?e? get a kiss o? asked out if u B?eak t?is c?ain u will see a little Dead gi?l in u? ?oom TONIG?T In 53 mins sumone will sa? i ove u im So??? o? i wanna go out wit? ?ou,1,
3024,"""I went into FYE to buy something, and this album was on in the store. I knew i needed it as soon as i heard it.""",0,
3025,awesome thanks!!,1,
3026,"""I would guess a good chunk of the people watching it probably weren't even born when that song was around, not like us old fogies. lol""",1,
3027,I am SO glad somebody sent me this song. It reminds me of old school good music. If anybody knows anymore bands like this PLEASE inform me.,1,
3028,"""Wow, and I thought the 3rd job skills were good... these are insane! o.0""",-1,
3029,"""I'm not wasting any more of my time researching well outside my expertise for you. I've given you what you asked, and you ignored it. You have not given me anything I asked for. If you want to attempt to argue the case for abiogenic oil, find a geologist who supports biogenic oil and go wild.""",-1,
3030,Whatever they play this band hits the spot!It pulsates with an irresistible rhythm.I find listening to them balm to my ears and mind.This piece is wonderfully performed.Thank YOU mr Bloggs.,1,
3031,"""She's due for a major lifestyle up-grade at this point, if not just for safety reasons, she's known world wide, she's already proved what she needed to, now it'll be about staying power.""",1,
3032,Israeli bitch got owned,-1,
3033,hmmm that game must be pretty short,1,
3034,"""haha i like that girl that says """"wow holly shit""""""",1,
3035,No bad at all!!!!!!!!!,-1,
3036,i feel sorry for flippy =(,-1,
3037,"""@skinnyhurley man you're so on with that one. It happens all the time. most of us want no harm to anyone etc but, we seem to come off as combative or just aloof.""",-1,
3038,"""yes, lets sit around idle praying to someone that doesnt exist. instead of standing up and doing something, we should just pray, of course our god that doesnt exist will help us!""",0,
3039,first,0,
3040,@emmy1234w It wont do what you think.......LOL good idea thow,1,
3041,@leahcim165 look who talking you're the bringing up homo shit. you must be gay. DICK SUCKING FAG!!!!!!!,-1,
3042,"""Man, nothing compares to the EQ community. Sorry to see you go man even if we never met""",-1,
3043,Fr. Crosby has done a beautiful job! The cribs are a labor of love for him! I contributed a crib from Costa Rica to his collection last year. I hope I can see it in person someday!,1,
3044,"""Great video ,nice place to stay,well edited and good voice over.""",1,
3045,You didnt address why Oregon went into Michigan in 2007 and punked the wolves 39-7 nor why did what is turning out to be a very weak SC team go into Columbus and punched the big10 champs.,-1,
3046,This was truly beautiful; only one problem -- it was too short! ,1,
3047,holy crap!!! i love starcraft being a korean....omg i am just speechless!!!!! xD,-1,
3048,I dont even see how anyone could have disliked this...,-1,
3049,i heard matt is a jerk and nabil was really nice i think matt is really cool and so is nabil. do u guys no if matt really is a jerk i don't think he is,-1,
3050,"""Fantastic video MashaAllaah, I am learning so much. I hope to be able to get a good grasp of classical Arabic by the end of the course.""",1,
3051,Most excellent Be Naughty lady benaughtyman.info,1,
3052,Hey Booski!!!!!!!!!!!! Just coming thru to say that I featured your vid on our Bubble Babez YT. Love Love Love ya! :),1,
3053,@MFJord1 i think its a mixture of paraffin and bees wax,0,
3054,"""Damn look at that fine ass woman 0:14, lol @ """"Fauwkin Drawer's""""""",1,
3055,"""@BionicDance LOL. Sure you can claim certain religious claims are false. That's not what I said though. If you claim that god or gods do not exist, and that I am full of shit for believing it, you're purely speculating.Proof of God:Not going to happen.Rea""",-1,
3056,"""idk how long gomez signed the contract with montreal but they will get rid of him when they can, after that he'll go to a shitty team like atlanta and he might stay there for some time and that will be the end of him""",-1,
3057,"""I am not sure what Bill Kristol has on Fox. Otherwise, just based off of the wacky and totally inaccurate analysis and predictions he gave for how well the War in Iraq was going in 2003-05, he lost any sense of credibility with me. Now whenever I see him offer an opinion on anything I know the opposite must be true.""",1,
3058,MUIE MANELE MUIE MANELE MUIE MANELE MUIE MANELE MUIE MANELE,0,
3059,"""The tunes came off an album called """"Rambler '64 Going Great!...With That Rambler Spirit!"""" The LP was used """"By Rambler Dealers and Salesmen in Showrooms During Public Announcement of the '64 Ramblers"""" (it says all this on the album cover). There are 9 songs on the album that glorify the various 1964 models. I've seen the album turn up on Ebay. I bet if you set up an Ebay search, it will show up again sooner or later.""",1,
3060,gunna go read the next one now...poor sel! she's not miley and she wil never be miley...her mom needs to respect that,-1,
3061,Wish you the very best of luck and I hope you tons of fun! Don't forget to take some pics for us here in the West Coast. Have a blast!,1,
3062,wow this is a great video. is that sarah silverman at 4:42?,1,
3063,I lovee Airports <3,1,
3064,"""So true, you must be detached from the outcome. I have recently understood this concept and it has helped me alot, thanks ^^""",1,
3065,"""he smiles but inside he's thinking """"someone get this fucker off the stage!""""""",-1,
3066,"""She's such a beautiful woman.... She's so elegant, so classy such an inspiration!She's gone through so many things in her life and she continues to stand and she stands with such GRACE!Incredible voice, she sings like an angel! She's touched my life in so many ways. I love her!""",1,
3067,Great Video,1,
3068,"""0:42Look, it's my old buddy DOS!Oh DOS, how are the save games of Duke Nukem 3D I left on you treating ya?""",1,
3069,00:30 I wonder how Jason feels about guns?,-1,
3070,it dosent look as good as i thought,1,
3071,"""Lovely song, but what the %#!#& is up with the audio ads at the end of the freaking videos lately? Irritating in the extreme.""",-1,
3072,10:30 seconds if you count the advertisement,0,
3073,good story and fav,1,
3074,She and Brittany Pozz-Phar are my two favorite barrel racers!!!!!,1,
3075,"""They are all unconious because there is no air being pumped into the plane,Engineers did a seal test earlier on in the day and turned the Air switch that puts air into the plane from automatic to manual.But when the engineers finished they forgot to put the swiitch back on to automatic and neither the pilot or co pilot relised the switch was on manual so as they got pass a certian altitude the air thins and they sleep into unconsinous.....""",0,
3076,j'faisait de la nage synchronis? avant mais j'ai du aret? car mes poils restaient pris dans le filtreur..,-1,
3077,Great explanation Pete! I am looking forward to trying Adwords correctly.,1,
3078,"""So glad to see Paul Sculfor, Wil Chalker and Andres Valencoso back on the runway!!! Where are Marios Lekkas and Tyson Ballou... hopefully Donatella can take Enrique Palacios out of retirement and back on the runway for next season!""",-1,
3079,for kel xo xo xo,0,
3080,denatured,0,
3081,ignorant prick.,-1,
3082,Damn u galiger keepin all that nikki goodness to yourself,1,
3083,Delayed to Q1 2010. It's depressing. :(,-1,
3084,"""omg , look at how key take care of Yoogeun , he is the last person who sleep :( he will be a good husband for sure =D""",-1,
3085,all of them to me,0,
3086,oh my god! Pretty awesome.,1,
3087,2.27 secs always give me goosebumps.....that's when they kiss!! :)),1,
3088,i wana go there,0,
3089,"""@PrincessSaiyan Thank you. I'm sorry, but I don't have the Danish movie ^^;""",-1,
3090,haha ur a little late.bought an american deluxe jazz bass.5 minutes before a concert i went to tune my bass... it didnt register needless to say i searched frantically for a 9v battery and screwdriver i miraculously found them and evrything was good. i learned my lesson haha,-1,
3091,great video!!! good explanation,1,
3092,"""Just saw their show over the weekend, and it brought one thing to mind. These guys still rock out and preform better than nearly any other metal band out there. The fact their hair has changed and they have aged hasn't slowed them down, they can put on an amazing show. I feel like they could go on another 20 years after seeing them""",1,
3093,Anti-Snake.. hahahahah,1,
3094,Cant wait to hear Jeezys new mixtape :D,1,
3095,Great job with this song and video Dustin!!,1,
3096,@saywatThafuckiwant this isnt nu metal its metalcore asshole.,-1,
3097,the bird ruins it. i hate birds their voices are annoying,-1,
3098,"""I had 3 friends on this band. Dart, Jim, and Walter Clark's replacement, Tommy Gordon.""",1,
3099,This is one of my favorite videos too!,1,
3100,Wow hickory got upgraded nice.,1,
3101,Hey Juliana We miss you here in New York. This is AWESOME and AMAZING just like you!!! Mrs. Brice-Hyde's period 10 Government class!!!,1,
3102,@MrJuanmireles your so stupid!,-1,
3103,I absolutely LOVE this song,1,
3104,"""hahaha!!! I would love to have that job! I'd get crazy to get the exclusive, muahaha!! ^^""",1,
3105,Are the high school choirs in the back?,0,
3106,He should be with Selena Gomez .They were cute together.,1,
3107,"""@jpizzy9689 i agree, most these people that fight on here i doubt they even grew up in the country, cause if they did those boys and girls would learn some damn respect and stop treating each other like crap""",-1,
3108,Hey u forgot 2 mention how the Nexus might interfere in the cage match,1,
3109,"""VI CONSIGLIO IL LIBRO DEL DOTTOR FRANCESCO PERUGINI BILLI """"MANGIA GRASSO VIVI BENE"""" tutti i vostri dubbi sull'argomento e non solo saranno chiarificati!!""",0,
3110,I like how Hill was able to integrate himself into a new setting with Magic.,1,
3111,i'm getting tired of the drama and i'm almost finished lolz,-1,
3112,Gracias por subir la pelicula completa.,1,
3113,miley sucks. jonas brothers are great :),1,
3114,I will never get tired of this movie.MY FAVOURITE MOVIE EVER.<3,-1,
3115,"""This song is dopeness, I cosign the desire ti hear a mixture of the Foxes styles.""",1,
3116,"""@TheUltraNinja You noobs can easily remove it. just look at the URL you are one. and delete the parts after """"%"""" and press enter.""",0,
3117,"""Notice H2 / Lindlar catalyst yeilds a cis (zusammen) configuration,A good memory aid I developed: My cis lindlar (Get it?)""",1,
3118,does anybody know where i can find exorcist the beginning???,0,
3119,"""could yes, but probably not. fedor took care of herring better than lesnar and carwin had real trouble keeping it standing w/ ganzaga til he knocked him out (granted, gonzagas a beast). Mirs going to need mental recovery from the lesnar beating and will prob be out for a while. I wouldn't put odds on any of them against fedor. but yeah, they might beat him, just not likely. fedors faster than any of them, strong, and has fight smarts. granted, shane and lesnar are prob stronger.""",-1,
3120,Togara you must get into the voice-over industry ... you have incredible vocal dynamics!,1,
3121,Love the old school music. Thanks for the very entertaining information!,1,
3122,"""you gotta search ONE TOOTH PIMP, really funny , ONE TOOTH PIMP. ONE TOOTH PIMP, LEAVE COMMENT IF U THINK IT IS FUNNY, I think it is creative and hyst""",1,
3123,hahaha aduhhh lucu bikin perut mual aja,1,
3124,This looks really good!! I want to see it!,1,
3125,my favorite unforgiven song :]the video is incredible too,1,
3126,hahah wtf was that lil mfer in the grey hoodie doing lol lil pussy,-1,
3127,Yeah! Kevin Durand!,0,
3128,And ofcourse the Cracker Azz Pig wasted another of my Tax $!!!,-1,
3129,DAMN DARNELL IZ 2 FINEEEEEEE!!!!,1,
3130,yea lol I remember that I was so disappointed,-1,
3131,Im somali and i think this song is sick too.,-1,
3132,"""Yes, they do help, love the videos. They translate into many different hobbies, especially the how-to stuff.""",1,
3133,"""MMD doesnt like Ritsu. I love his outfit shorter, it makes him look so sexy. But it has the """"If Japanese Font is included in the file, please rewrite in english"""". I already have and Ive downloaded him like three times...Im rly sad""",-1,
3134,First off he has juggernaut and second off rpg are under powerd and third you are stupid -_-,-1,
3135,"""It's about a high school boy who only likes older women who finds out he's been married to a twelve-year-old. Nobody asked him if he wanted to be, he just is. The couple are the two you see in this video. Then there's this guy at school and...""",1,
3136,this song rips.....awesome tune!,1,
3137,Thats amazing he was totally bald before. Can you do African hair?,1,
3138,bacana essa musica ? do Edy Lemos!?,0,
3139,@MissYessie11 Thanks!,1,
3140,Why would they not focus on a classic Tuvok episode if they were interviewing 'Tuvok'...?,0,
3141,213 Rollin 20 Ea$t $ide C^Rip Crip Love A.B.Z Love,0,
3142,Once again you hit the nail on the head! It is amazing how when it comes to Santa Clarita city government vs the residents of Santa Clarita there are always double standards. As I said before time to clean house!!!!! Keep it up NFF!!!!,1,
3143,tim day came to my school once,0,
3144,Dawn,0,
3145,"""Hugh,This video, I think is one of your best, the look and message are right on for a """"Prosperity Cast Network"""" video message.Devin Hunter""",1,
3146,firsrt,0,
3147,"""most of you well know chris started seeing and studying the demons after a Roman Catholic up bringing was well studyed in The Spiritual Exercises of Ignatius Loyola, Some say he never finished working for MI5, and was well supported on building disinformation groups in the UK this blows into full swing to help with civil unrest agent provocateurs LIKE Chris Everard work towards Martial law by helping divide and rule by setting up groups in the UK""",-1,
3148,Haven't the casinos been using the facial recognition software for years to spot blackjack players who count cards and stuff?,0,
3149,So you've got to leave your vehicle running for 8 hours whilst on site where someone can steel it!!!,0,
3150,"""Dearest Sam, you 'speak the undesirable truth' in such a way that you make us see that it is all we can desire. I think that you will 'dare to go where He leads' because you know (and make us all see)that elsewhere is into nothingness. God bless you beloved friend.""",1,
3151,Julie is a true heroine. She is a ray of sunshine in the darkness.,1,
3152,"""Don,t send trashy comments to this site! If you don't have something good to say, don't speak, it just makes you look bad!""",-1,
3153,whipping it around on the screen lol,1,
3154,So is the point of this game to be an out of shape loser? Why would you pay fifty dollars to do that?,-1,
3155,@facesofdiabetes I see that you have censorship. Why?,-1,
3156,why can only lanky turn into enguarde?,0,
3157,@SyrianKnight01 The liner on the ZT knife is a bit thicker than the liner on my CQC-16 Emerson. ~Sensei Israel,-1,
3158,i love this song,1,
3159,DIS SHIT GO HARD!!! LOVE IT!!,1,
3160,REAL GENERATOR: v=WuT480hVjlc,0,
3161,OMG GOTTA DO THAT!!!,1,
3162,Dark matter anyone?,0,
3163,1 degree of seperation! You are so fortunate to have been so close with such an artistic treasure. Thanks for sharing your comments.,1,
3164,he kill every thing,-1,
3165,"""WE just put up one today, that new one...you should check it-keegan""",0,
3166,"""hahahhahhahahm, WTF????""",-1,
3167,a lovely reading of a lovely poem.,1,
3168,In a month Bama fans will have a lot in common with USC fans. Well except that USC fans don't use outhouses or screw their sisters.,0,
3169,BACON!!!! WHOOOTTTT!!!!!,0,
3170,so cool!!! Gotta love that foggy hawaii!!,1,
3171,"""And a beautiful comment, sweetheart! Thank you for the wonderful feedback - we both deeply appreciate it!""",1,
3172,fucking you tube fucking up agian!,0,
3173,What are you painting on in this?,0,
3174,If only Lindsay had been a Diff'rent Strokes fan.LMFAO! How mean!,0,
3175,theyre amazing guns360 fps!,1,
3176,"""Rod serling of the Twilight Zone realized smartly that the Lusitania was a much,. much more imporatnt ship than the Titanic. He wrotea n hour long TZ ep where a man travels back in time to try to stop the Lusitania from getting torpedoed. Serling knew the Lusitania brought the US into WW1 where as the Titanic brought no country into anything!""",1,
3177,"""Years ago I used to spend a week in Fort William every year for the spring, weather was always good to me and the company was fantastic. Sadly I had to take a break from these trips for personal reasons in the mid 90's but by 2000 ish I managed to get there again. Never in my entire life have ever regretted making such a trip, never been there since and I'll never cross that border again.""",1,
3178,"""It's set in Nazi Infested Paris, you liberate it from the nazi's by doing various tasks, but their's loads to side quests to do as well. It's like...GTA with a ..oldies look, I'd recommend it.""",-1,
3179,omg her voice is so pure and full... thank God that there are still people out there willing to use the gifts He's given them.... and i also love her glasses.,1,
3180,love the video post...thanks!,1,
